,site,metric,param_index,run_index,indexes,accuracies,false_negatives,average_f1,1_avg_f1,2_avg_f1,3_avg_f1,4_avg_f1
0,npp_c_cali,0.9391304347826086,4,2,['0'],[0.9832935560859188],[0],0.7717575141334104,0.6163223013545595,0.7619480630055343,0.8036096716749023,0.9051500204986453
1,npp_c_grav,0.9210526315789476,3,3,['0'],[0.9713603818615753],[4],0.8045203702385834,0.7239780377548842,0.847034684102456,0.8015798201972594,0.8454889388997339
2,npp_c_sand,0.9935483870967742,4,1,['0'],[0.9976133651551312],[0],0.8075824740019696,0.8230022594683346,0.8909735696767047,0.5882954838119371,0.9280585830509024
3,npp_g_basn,0.8991596638655462,1,3,['1'],[0.9427207637231504],[12],0.807892364990591,0.8379766403857202,0.7704536724954147,0.7852166740425389,0.8379224730386897
4,npp_g_ibpe,0.8846153846153846,4,3,['0'],[0.9140811455847256],[2],0.8135752331404293,0.8165224984389061,0.8245853808353809,0.7718914430203027,0.8413016102671275
5,npp_g_summ,0.9577464788732396,2,2,['0'],[0.9928400954653938],[3],0.7178771978944528,0.7005951152728785,0.9014084507042255,0.6269457863660762,0.642559439234631
6,npp_m_nort,0.9022556390977444,3,2,['0'],[0.9379474940334128],[5],0.769533274952915,0.7698177958792813,0.7927425496319881,0.7280846074455113,0.787488146854879
7,npp_m_rabb,0.912280701754386,1,2,['0'],[0.9403341288782816],[5],0.8194065868373827,0.8432341634739468,0.8198002692547272,0.786494039248399,0.8280978753724577
8,npp_m_well,0.862876254180602,1,2,['0'],[0.9021479713603818],[1],0.7963505836914128,0.7985363289711116,0.7983953902482943,0.7790750246393857,0.8093955909068592
9,npp_p_coll,0.8450704225352113,2,3,['1'],[0.8687350835322196],[6],0.8211135738521605,0.8356574744231446,0.8288750966987569,0.788839809446467,0.8310819148402736
10,npp_p_smal,0.8704663212435233,1,1,['0'],[0.8806682577565632],[1],0.8517204693163225,0.8591304723816657,0.8538938803599949,0.8421132351113291,0.8517442894123001
11,npp_p_tobo,0.8429752066115702,2,3,['2'],[0.8636363636363636],[6],0.8159114636460814,0.8251803580756288,0.8197304742759287,0.8004152041598155,0.8183198180729518
12,npp_t_east,0.8634686346863468,1,3,['0'],[0.9116945107398567],[11],0.8046596437981707,0.8261654879999635,0.7834353887229794,0.8153838783125839,0.7936538201571559
13,npp_t_tayl,0.8690476190476191,3,3,['0'],[0.8949880668257757],[4],0.8293816886337274,0.8266589780988886,0.8313763001077468,0.8355619638118053,0.823929512516469
14,npp_t_west,0.8163265306122449,4,2,['0'],[0.8711217183770883],[4],0.7651191223715315,0.7517503962805473,0.7653732830873388,0.7404865218380347,0.8028662882802055
