,metric,param_index,run_index,indexes,accuracies,false_negatives,false_positives,true_positives,true_negatives
0,0.8321732320435553,3,1,0,0.7620794645408684,2160,1087,9519,230
1,0.8344763191515951,3,2,0,0.7585464830782981,2181,1069,9527,251
2,0.8355375511581634,3,3,0,0.7616650774088233,2187,971,9550,352
3,0.8598037422113342,3,3,3,0.8000052069332411,1617,1194,9573,123
4,0.8644049067880952,4,1,0,0.8063294090662207,1522,1253,8082,70
5,0.8500148935934203,4,1,1,0.7756138910144856,1914,1203,9736,111
6,0.8743413736598232,4,2,0,0.8170840877393607,1438,1221,9907,102
7,0.8766838798113646,4,3,0,0.8236585091768346,1317,1212,10207,111
8,0.8297073868855405,4,3,1,0.7462098555144128,2329,1178,9379,142
9,0.7874822521148626,4,3,5,0.6957225337010948,3282,1011,8426,309
