,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,1,0.8050314465408805,"[0.8520286396181385, 0.8520286396181385]","[0, 0]",0.5331246411121372
