,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",3,3,0.9285714285714284,"[0.9761336515513126, 0.9761336515513126]","[9, 9]",0.6864842732743792
