,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,2,0.8547008547008548,"[0.8782816229116945, 0.8782816229116945]","[0, 0]",0.566097870794016
