,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,2,0.8125000000000001,"[0.8568019093078759, 0.8568019093078759]","[0, 0]",0.514599076763833
