,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,3,0.8104575163398693,"[0.8615751789976134, 0.8615751789976134]","[0, 0]",0.49938148075991234
