,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,2,0.8588957055214724,"[0.8902147971360382, 0.8902147971360382]","[0, 0]",0.5434008247383947
