,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",3,3,0.5750452079566003,"[0.4391408114558473, 0.4391408114558473]","[0, 0]",0.5632622449043969
