,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",3,2,0.8811188811188809,"[0.9594272076372315, 0.9594272076372315]","[14, 14]",0.6902679571637171
