,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",3,2,0.9454545454545454,"[0.9856801909307876, 0.9856801909307876]","[2, 2]",0.8042821222683606
