,site,metric,param_index,run_index,indexes,accuracies,false_negatives,average_f1,1_avg_f1,2_avg_f1,3_avg_f1,4_avg_f1
0,npp_c_cali,0.2006172839506173,2,1,"['ensemble_or', 'ensemble_uniq_or']","[0.21987951807228914, 0.21987951807228914]","[1, 1]",0.18935361774412043,0.18806710463724582,0.19258466271816155,0.18639768179065497,0.19036502183041934
1,npp_c_grav,0.8148148148148148,4,1,"['ensemble_or', 'ensemble_uniq_or']","[0.940652818991098, 0.940652818991098]","[0, 0]",0.3090163456848553,0.23627660377046186,0.3370950261779591,0.23578157674519185,0.4269121760458086
2,npp_c_sand,0.7165354330708662,4,3,"['ensemble_or', 'ensemble_uniq_or']","[0.8910741301059002, 0.8910741301059002]","[0, 0]",0.2860364820783488,0.2452223187485627,0.24775176265220153,0.24609951251797935,0.4050723343946516
3,npp_g_basn,0.3870192307692308,3,3,"['ensemble_or', 'ensemble_uniq_or']","[0.2543859649122807, 0.2543859649122807]","[0, 0]",0.38192976976243437,0.3817830172482908,0.38106508875739636,0.3830498027613412,0.38182117028270873
4,npp_g_ibpe,0.4249422632794457,1,1,"['ensemble_or', 'ensemble_uniq_or']","[0.2697947214076246, 0.2697947214076246]","[0, 0]",0.4248313339320844,0.4249422632794457,0.4249422632794457,0.4249422632794457,0.4244985458900008
5,npp_g_summ,1.0,2,2,"['ensemble_or', 'ensemble_uniq_or']","[1.0, 1.0]","[0, 0]",0.6257864090121289,0.6009615025494159,0.8338727076591154,0.21966384921791507,0.848647576622069
6,npp_m_nort,0.4072727272727272,1,1,"['ensemble_or', 'ensemble_uniq_or']","[0.28613138686131384, 0.28613138686131384]","[0, 0]",0.39798520150501004,0.40087009590923667,0.3945224849039695,0.3971775032815723,0.39937072192526163
7,npp_m_rabb,0.42056074766355145,1,1,"['ensemble_or', 'ensemble_uniq_or']","[0.3007518796992481, 0.3007518796992481]","[0, 0]",0.40897545924621315,0.4125115631223751,0.40765863004088015,0.4078649122680748,0.4078667315535225
8,npp_m_well,0.4123222748815166,4,2,"['ensemble_or', 'ensemble_uniq_or']","[0.26843657817109146, 0.26843657817109146]","[0, 0]",0.4084239435709664,0.40861069275031303,0.4084507042253522,0.4084507042253522,0.4081836730828485
9,npp_p_coll,0.4726027397260274,3,3,"['ensemble_or', 'ensemble_uniq_or']","[0.32456140350877194, 0.32456140350877194]","[0, 0]",0.4671972562302924,0.46604337246952804,0.4649949059397878,0.46905658306930215,0.4686941634425518
10,npp_p_smal,0.5817555938037866,1,1,"['ensemble_or', 'ensemble_uniq_or']","[0.4200477326968974, 0.4200477326968974]","[0, 0]",0.5766543375531923,0.5794470398601207,0.5735472036841901,0.5786223301021244,0.5750007765663342
11,npp_p_tobo,0.435,1,1,"['ensemble_or', 'ensemble_uniq_or']","[0.28139904610492844, 0.28139904610492844]","[0, 0]",0.4332744749065743,0.43391656288916564,0.43337484433374857,0.4329032462016917,0.4329032462016917
12,npp_t_east,0.40093786635404455,2,3,"['ensemble_or', 'ensemble_uniq_or']","[0.2518301610541728, 0.2518301610541728]","[0, 0]",0.40019525154823915,0.400312256049961,0.4003126221180149,0.4000000000000001,0.4001561280249805
13,npp_t_tayl,0.4490263459335624,4,3,"['ensemble_or', 'ensemble_uniq_or']","[0.29472140762463345, 0.29472140762463345]","[1, 1]",0.44779806470842537,0.4478176778160452,0.4472272062266463,0.4482366325369738,0.447910742254036
14,npp_t_west,0.3938315539739027,2,1,"['ensemble_or', 'ensemble_uniq_or']","[0.2529239766081872, 0.2529239766081872]","[0, 0]",0.39108881183806266,0.3905882352941176,0.39166934152071264,0.3907415875655327,0.3913560829718876
