,metric,param_index,run_index,indexes,accuracies,false_negatives,false_positives,true_positives,true_negatives
0,0.10918421491036184,3,2,ensemble_or,0.44761550190909466,6036,1805,1042,864
1,0.10918421491036184,3,2,ensemble_uniq_or,0.44761550190909466,6036,1805,1042,864
2,0.10835837028602854,3,3,ensemble_or,0.4481764492201441,6043,1790,1035,879
3,0.10835837028602854,3,3,ensemble_uniq_or,0.4481764492201441,6043,1790,1035,879
