,best_index,param_index,run,f1,accuracy,false_negatives
0,"['0', '1', '2', '3', '4', '5']",1,2,0.8188976377952756,"[0.9451073985680192, 0.9451073985680192, 0.9451073985680192, 0.9451073985680192, 0.9451073985680192, 0.9451073985680192]","[22, 22, 22, 22, 22, 22]"
