,best_index,param_index,run,f1,accuracy,false_negatives
0,"['0', '1', '2', '3', '4', '5', '6', '7']",4,2,0.63,"[0.8233890214797136, 0.8233890214797136, 0.8233890214797136, 0.8233890214797136, 0.8233890214797136, 0.8233890214797136, 0.8233890214797136, 0.8233890214797136]","[72, 72, 72, 72, 72, 72, 72, 72]"
