,metric,param_index,run_index,indexes,accuracies,false_negatives,false_positives,true_positives,true_negatives
0,0.4940629806446117,2,1,1,0.5042450837800275,858,6032,4726,344
1,0.461925590801779,2,1,3,0.5191349286318098,1534,5072,5774,1304
2,0.5151083916748416,2,3,7,0.5196110290311912,343,6169,5487,207
3,0.44569985892384056,3,2,0,0.5093480893885485,1840,4745,5468,1631
4,0.470251920919609,4,1,0,0.5157947909889147,1356,5292,5952,1084
5,0.502440245988581,4,1,1,0.5114367227067098,646,5975,5993,337
6,0.4750156470300791,4,2,0,0.5054381435506592,1256,5657,5805,687
7,0.48340496275268197,4,2,1,0.5438809937742437,1213,5121,6059,1223
8,0.44934846964122993,4,2,2,0.5171070139171675,1747,4827,5543,1533
9,0.4859181494060016,4,3,0,0.5031190869792069,1054,5862,6041,514
