,metric,param_index,run_index,indexes,accuracies,false_negatives,false_positives,true_positives,true_negatives
0,0.8281939845844395,2,2,ensemble_or,0.7742361001736908,1861,931,5659,392
1,0.8281939845844395,2,2,ensemble_uniq_or,0.7742361001736908,1861,931,5659,392
2,0.8139253310641634,4,3,ensemble_or,0.7500619667958921,2049,1088,6406,235
3,0.8139253310641634,4,3,ensemble_uniq_or,0.7500619667958921,2049,1088,6406,235
