,site,metric,param_index,run_index,indexes,accuracies,false_negatives,average_f1,1_avg_f1,1_best_f1,2_avg_f1,2_best_f1,3_avg_f1,3_best_f1,4_avg_f1,4_best_f1
0,npp_c_cali,0.7796610169491525,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.9379474940334128, 0.9379474940334128]","[8, 8]",0.6340301248624541,0.553179523358648,0.7722772277227723,0.5738811691913939,0.7603305785123967,0.7496230760309492,0.7796610169491525,0.6594367308688254,0.7173913043478262
1,npp_c_grav,0.7142857142857144,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8758949880668258, 0.8758949880668258]","[9, 9]",0.40259747140322005,0.3036872063065454,0.30769230769230765,0.3090204973339839,0.31422505307855625,0.6942889317889319,0.7142857142857144,0.30339325018341895,0.3148936170212766
2,npp_c_sand,0.7282051282051282,3,2,['ensemble_uniq_or'],[0.8735083532219571],[6],0.41616985101256043,0.31776702467032947,0.32421052631578945,0.3215180791833142,0.32421052631578945,0.7092309460567181,0.7282051282051282,0.3161633541398799,0.3222958057395144
3,npp_g_basn,0.7637540453074434,3,2,"['ensemble_or', 'ensemble_uniq_or']","[0.8257756563245824, 0.8257756563245824]","[1, 1]",0.522721380706866,0.45603828027351806,0.4621513944223108,0.45718369422943245,0.4630350194552529,0.7260697670313228,0.7637540453074434,0.4515937812931905,0.4564796905222437
4,npp_g_ibpe,0.8157099697885197,3,3,"['ensemble_or', 'ensemble_uniq_or']","[0.8544152744630071, 0.8544152744630071]","[5, 5]",0.5621713551223833,0.5192226677493584,0.5223880597014925,0.5073167981740428,0.5156537753222836,0.7055920262925172,0.8157099697885197,0.5165539282736149,0.5217391304347826
5,npp_g_summ,0.5090909090909091,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.935560859188544, 0.935560859188544]","[23, 23]",0.3410989379705494,0.17936507936507937,0.2380952380952381,0.4942528735632184,0.5000000000000001,0.4685555767316774,0.5090909090909091,0.22222222222222224,0.2380952380952381
6,npp_m_nort,0.7784810126582279,3,2,"['ensemble_or', 'ensemble_uniq_or']","[0.8329355608591885, 0.8329355608591885]","[2, 2]",0.4980912486147004,0.4801238141340984,0.4854368932038836,0.47348825174121484,0.4752851711026616,0.572711656458566,0.7784810126582279,0.4660412721249223,0.4714828897338403
7,npp_m_rabb,0.8134556574923547,3,2,"['ensemble_or', 'ensemble_uniq_or']","[0.8544152744630071, 0.8544152744630071]","[2, 2]",0.5533304680756085,0.5044016182320518,0.5085388994307399,0.497561474710958,0.5018587360594796,0.7059895685498235,0.8134556574923547,0.5053692108096001,0.5057034220532319
8,npp_m_well,0.7925696594427245,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8400954653937948, 0.8400954653937948]","[2, 2]",0.5335430212861908,0.4899239298852389,0.4905660377358491,0.4818080198219117,0.4868913857677902,0.6797924403516186,0.7925696594427245,0.48264769508599453,0.4896421845574388
9,npp_p_coll,0.8315217391304347,3,3,"['ensemble_or', 'ensemble_uniq_or']","[0.8520286396181385, 0.8520286396181385]","[3, 3]",0.6227655255740686,0.5578550270917151,0.5605786618444846,0.5535663582865195,0.5581395348837209,0.8205351015300147,0.8315217391304347,0.5591056153880246,0.5615942028985508
10,npp_p_smal,0.8534704370179949,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8639618138424822, 0.8639618138424822]","[3, 3]",0.6328454504527513,0.5899481800586877,0.6014234875444839,0.5905918864082821,0.5961199294532628,0.7565589314986161,0.8534704370179949,0.5942828038454193,0.5982300884955752
11,npp_p_tobo,0.8508287292817679,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8711217183770883, 0.8711217183770883]","[5, 5]",0.6417450836039907,0.568406169765583,0.5802919708029197,0.6238167079083707,0.7417840375586855,0.8129849787643281,0.8508287292817679,0.5617724779776812,0.5714285714285714
12,npp_t_east,0.7937500000000001,3,2,"['ensemble_or', 'ensemble_uniq_or']","[0.8424821002386634, 0.8424821002386634]","[1, 1]",0.5476230152411568,0.4770094534566563,0.4803001876172608,0.4816661810820069,0.4942084942084942,0.760106913774289,0.7937500000000001,0.4717095126516746,0.4847328244274809
13,npp_t_tayl,0.8214285714285714,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8568019093078759, 0.8568019093078759]","[12, 12]",0.5831998635969987,0.5398146936847358,0.5545286506469501,0.5344580716115953,0.5385996409335727,0.7214596685209932,0.8214285714285714,0.5370670205706701,0.5437956204379563
14,npp_t_west,0.7972972972972973,3,1,"['ensemble_or', 'ensemble_uniq_or']","[0.8568019093078759, 0.8568019093078759]","[6, 6]",0.5409110041299773,0.47218819149338054,0.4815533980582524,0.5458857611978402,0.6946778711484594,0.6818127879313348,0.7972972972972973,0.46375727589735366,0.4749034749034749
