,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,3,0.8823529411764706,"[0.9140811455847256, 0.9140811455847256]","[0, 0]",0.532534058686457
