,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,1,0.9610389610389609,"[0.9928400954653938, 0.9928400954653938]","[0, 0]",0.8730473398581925
