,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",2,3,0.4844961240310077,"[0.3651551312649165, 0.3651551312649165]","[0, 0]",0.4766148908995537
