,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",2,3,0.8871391076115485,"[0.8973747016706444, 0.8973747016706444]","[0, 0]",0.6160746139284594
