,best_index,param_index,run,f1,accuracy,false_negatives,average_f1
0,"['ensemble_or', 'ensemble_uniq_or']",1,3,0.8409893992932862,"[0.8926014319809069, 0.8926014319809069]","[0, 0]",0.5414517905115165
