,site,metric,param_index,run_index,indexes,accuracies,false_negatives,average_f1,1_avg_f1,2_avg_f1,3_avg_f1,4_avg_f1
0,npp_c_cali,0.7924528301886792,4,1,['2'],[0.9474940334128878],[12],0.44915172684446153,0.20060483690043526,0.6115751291588152,0.3108217052563978,0.6736052360621979
1,npp_c_grav,0.7692307692307693,2,1,['1'],[0.9202898550724636],[19],0.5535490444200304,0.30951343502691825,0.7624585624826753,0.40666258699304053,0.7355615931774871
2,npp_c_sand,0.7486631016042781,2,1,['1'],[0.8878281622911695],[7],0.567542271611741,0.2949786324786325,0.7251621684303867,0.5175608526717078,0.7324674328662365
3,npp_g_basn,0.7777777777777779,4,3,['8'],[0.8472553699284008],[7],0.7239215322271867,0.7424478871263455,0.7623370800427832,0.6293819380919191,0.7615192236476993
4,npp_g_ibpe,0.8184615384615384,2,2,"['6', '7']","[0.8591885441527446, 0.8591885441527446]","[7, 7]",0.7876856528806958,0.7987610670981331,0.8012567453576916,0.7533493638144799,0.7973754352524783
5,npp_g_summ,0.5,4,2,['0'],[0.9331742243436754],[23],0.1425925028863,0.08508771929824561,0.13258451005562688,0.03508771929824562,0.31761006289308175
6,npp_m_nort,0.7918088737201364,2,2,['1'],[0.8544152744630071],[9],0.7546663346530179,0.7460235338726274,0.7723500709716546,0.7366242201002757,0.7636675136675137
7,npp_m_rabb,0.8012232415902141,2,2,['2'],[0.8448687350835322],[4],0.7608114329924689,0.7504710093730865,0.7777918946291947,0.7306483231031257,0.7843345048644684
8,npp_m_well,0.8141025641025642,3,1,['5'],[0.8615751789976134],[3],0.7794197467993387,0.7851555961348247,0.7677094895565649,0.7628880607471261,0.8019258407588389
9,npp_p_coll,0.8333333333333334,1,1,['6'],[0.8615751789976134],[11],0.806359471287906,0.8039725281104592,0.8105234469124184,0.7876608652118856,0.8232810449168609
10,npp_p_smal,0.8463611859838276,4,1,['4'],[0.8639618138424822],[12],0.8183364977661433,0.82215883528658,0.8293989898549503,0.7958721501571432,0.8259160157658988
11,npp_p_tobo,0.8547486033519552,2,2,['8'],[0.8758949880668258],[6],0.8118727460082412,0.8069354857215453,0.8414322882151409,0.7939930971616943,0.8051301129345846
12,npp_t_east,0.8150684931506849,4,1,['0'],[0.8711217183770883],[9],0.7680906635372023,0.7641238910111662,0.7794157577081905,0.7417022722813225,0.7871207331481305
13,npp_t_tayl,0.8486646884272997,4,1,['2'],[0.8782816229116945],[7],0.8055441101595392,0.7835877942075681,0.820159027963906,0.7913621795830617,0.8270674388836214
14,npp_t_west,0.7777777777777777,2,1,['7'],[0.8357487922705314],[5],0.756252320735586,0.7459505485880794,0.7763863394637527,0.7473856506484063,0.7552867442421055
