,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.847953216374269,518,0,104,62,1.0,0.37349397590361444,0.543859649122807
1,1,0.8318713450292398,518,0,115,51,1.0,0.3072289156626506,0.4700460829493087
2,2,0.8508771929824561,518,0,102,64,1.0,0.3855421686746988,0.5565217391304349
3,3,0.8187134502923976,518,0,124,42,1.0,0.25301204819277107,0.4038461538461538
4,4,0.8494152046783626,518,0,103,63,1.0,0.3795180722891566,0.5502183406113537
5,5,0.8172514619883041,518,0,125,41,1.0,0.2469879518072289,0.3961352657004831
6,6,0.8172514619883041,518,0,125,41,1.0,0.2469879518072289,0.3961352657004831
7,7,0.8406432748538012,518,0,109,57,1.0,0.3433734939759036,0.5112107623318385
8,8,0.8260233918128655,518,0,119,47,1.0,0.28313253012048195,0.44131455399061037
9,9,0.814327485380117,518,0,127,39,1.0,0.23493975903614459,0.3804878048780488
10,All,0.8157894736842105,518,0,126,40,1.0,0.24096385542168675,0.38834951456310685
